id,deceptive,hotel,polarity,source,text
28,truthful,conrad,positive,TripAdvisor,spent week hotel pleased experience described previous review room comfortable huge televison bathroom particularly outstanding service excellent overall especially liked bottle water bedside turn service door bellmenwomen particularly pleasant helpful concierge friendly knowledgeable completely satisfactory though overpriced drink bar didnt eat restaurant health club fine equipment well maintained three treadmill two elipitical stepper never wait machine although might different story dead chicago winter one minor quibblei like coffee first thing morning inroom coffee maker restaurant offered free coffee togo eight comfortable attractive hotel wonderful location chicago expensive city felt got reasonable value money
29,truthful,hyatt,positive,TripAdvisor,booked room hyatt priceline able get rate 45night cant go wrong room nice spacious clean contain amenties traveler would need say fallen love hyatt chain due customer service stayed hotel different city staff always extremely friendly dont often see hotel used selfcheck machine customer service person checked make sure everything going smoothly saw room high level offered changed could better view would highly recommend hotel
30,truthful,omni,positive,TripAdvisor,hotel perfect location downtown chicago shopping thing pool extremely small indoors look much larger website
31,truthful,omni,positive,TripAdvisor,omni fabulous location michigan avenue within block type store including saks nordstroms hm filenes basement macys la perla apple bloomingdatesi could go room fabulous comfortable nice big flat screen tv nice sized bathroom charge wifi found clicked yes joining guest program could go signon screen right email without actually completing registration got hotel 214night priceline felt terrific deal
32,truthful,hyatt,positive,TripAdvisor,stayed junior suite beautiful spacious largest flat screen tv ever seen hotel great excuse catch movie breakfast buffet great served hotel huge atrium nice service top notch stayed lower floor east tower great wait elevator always empty shed aquarium complete waste time money field musium amazing chicago remains tied london favourite city
33,truthful,omni,positive,TripAdvisor,ill keep short wife daughter stayed hotel 3 night go several vacation year great hotel location located center magnificent mile michigan ave near easily accessible everything might want hotel hotel clean room maid service excellent including 2x daily cleaning turndown service think missed night service every staff member encountered super friendly kind always someone lobby door greeting smile every night milk cooky waiting room sometimes chocolate pillow always pushed elevator button near shortage people ask thing conplaint congierge tough get shouuld one longer hour breakfast 676 restaurant good well attended appointed even carried wife plate table buffet pool nice addition hit kid nice go swim long day walking pool changing area spotless room clean sunny spacious probably 400 sq ft 2 tv couch desk chair perfect shape window open fresh air pillow pretty comfortable aspect considered think unbeatable value would hesitate stay recommend friend truly nothing negative say hotel wonderful stay miss omni hit right formula make guest feel like welcomed person opposed nuisance number airline cornered market
34,truthful,fairmont,positive,TripAdvisor,husband fairmont chicago recently conference stayed spacious suite amenity appeared recently updated excellent shape bed comfortable view great love product bathroom used pristine tub two three night room quiet relaxing ate restaurant downstairs aria although pricey excellent staff consistently attentive responsive evident everyone welltrained would love stay
35,truthful,fairmont,positive,TripAdvisor,stayed fairmont professional conference say conference meeting room small term traveler comfort hotel exceptional cant think single thing room wasnt perfect accommodation luxurious hotel conveniently situated within walking distance many chicago attraction
36,truthful,hyatt,positive,TripAdvisor,great hotel wonderful location stayed hotel last weekend one night coming home loved couldnt recommend highly enough evidently popular busy staff still helpful room lovely spacious clean bathroom clean bright spacious also id definitely recommend hotel close magnificant mile
37,truthful,conrad,positive,TripAdvisor,returned 4 night conrad chicago everthing hotel excellent wonderful room service staff first class great view room hotel location great right centre magnificent mile wonderful stay amazing city made perfect stay conrad
38,truthful,fairmont,positive,TripAdvisor,nestled beaten path two block river fairmont chicago offer excellent location operate home base trip chicago staff friendly helpful arranging many sightseeing event enjoyed city many attraction withiin easy walking distance art institute must see millenium park fun visit architectural tour river departs dock close fairmont lot restaurant nearby room excellent club room worth extra expense would definitely stay
39,truthful,omni,positive,TripAdvisor,stayed omni band town room amazing walking hotel gorgeous complaint prompt room service friendly front desk many shop beautiful fountin around great hotel great city
40,truthful,fairmont,positive,TripAdvisor,great location quality place stay lovely large clean room queen size bed great staff helpful put u onto great restaurant music bar coleman front desk great guy meet first impression sold hotel u personality hotel delivered anniversary cake u room compliment hotel showed care guest many thanks great place stay
41,truthful,hyatt,positive,TripAdvisor,paid 75 night priceline excellent june room fantastic view hancock building river room large clean couch easy chair desk chair bedding newer nonbedspread style bed comfortable bathroom large well pleased room hyatt every way ate lobby restaurant attractively decorated bustling activity got cobb salad dont know food general good cobb soso complaint 48 fee park car overnight 13 daily fee internet many place offering free internet day wish hyatt would hop board concept hated leave
42,truthful,hyatt,positive,TripAdvisor,booked room priceline got good deal around 100 per night stayed first 2 night u trip didnt use many hotel facility hotel centrally located chicago river shop north michigan avenue around mile navy pier room clean comfortable 29th floor good view city could see lake michigan though weather bad layout room little peculiar bed facing away window complaint hotel unlike review disturbed noise guest pro con pro helpful friendly staff clean comfortable throughout spacious room large airy public area starbucks gift shop lobby con large hotel long walk elevator front desk lobby area
43,truthful,conrad,positive,TripAdvisor,husband decided take trip chicago last minute quickly chose conrad really knowing location pleasantly surprised find almost right michigan ave connect nordstroms right heart downtown great shopping hotel fabulous staff extremely helpful giving suggestion show restaurant recommend going joes thats right across street hotel everyone raving couldnt get reservation room wonderful bed pillow comfortable warm inviting atmosphere husband loved workout room highly recommend conrad
44,truthful,hyatt,positive,TripAdvisor,staff friendly room well kept like typical hyatt location hotel huge two building 2000 room good location close michigan ave subway parking 48day ouch bid priceline 59
45,truthful,fairmont,positive,TripAdvisor,stayed fairmont attend conference pleased hotel doorman offered umbrella headed walk sure enough started rain soon would soaked upon return doorman asked walk etc reflective staff encountered front desk promptly checked definitely register reward program arrive complimentary gym access excellent plus save internet access fee waived member bathroom separate dressing area large convenient negative coffee maker starbucks adjacent building closed weekend since area corporate office closed day otherwise stay perfect considering conference rate 99 per night
46,truthful,hyatt,positive,TripAdvisor,stayed business loved got 93 inc tax priceline incredible deal hotel wasnt priceline would expect pay 200 per night maybe locationlevel service heart downtown chicago walkable many location lobby impressive room nice complaint checkin checkout alone didnt go bar looked like people really enjoying full people time want stay come back husband fun weekend city
47,truthful,omni,positive,TripAdvisor,back 5 night stay omni would thoroughly recommend staff bent backwards assist anything matter minute great location magnificent mile lot adult 10yo daughter find fault would extra charge tax etc room service bar restaurant cheap day would definitely recommend especially family
48,truthful,fairmont,positive,TripAdvisor,price marriott spent night 122 tax enjoyable brief stay others noted hotel recently renovated room furnished attractive sleek scandanaviantype design staff polite attentive seemed match redesign hip kind feel parking pricey 49 used adjacent lot selfparked others noted lack waterpressue shower disappointing good location would return esp pricepoint
49,truthful,fairmont,positive,TripAdvisor,concierge helpful without hesitation best recommendation restaurant attraction turning wonderful even gave u business card restaurant take reservation could obtain preferential immediate seating loved health club back hotel joining president club cost ten dollar day use facility room large updated view looking 3 direction coffee maker room exceptional location great getting mostly anywhere parking overpriced took cart underground millennium garage 2500 per 24 hour block walk hotel
50,truthful,fairmont,positive,TripAdvisor,got great deal hotel 91 found travelzoo stayed one night impressed sevice fantastic moment stepped property hotel smelled wonderful immaculate room enormous perfect great view city lake bed extremely comfortable never heard noise outside room bathroom nice sized considering must one smaller room hotel two could get ready comfortably location perfect michigan ave step away millenium park would definetly stay especially could get great deal
51,truthful,fairmont,positive,TripAdvisor,got hotel chance since decided spur moment spend nite chicago 72409 went thru priceline lucky get room hotel 69 normal rate around 200 room superb 29th floor nice king bed hotel 15 block michigan ave location convenient parking expensive 50 nite parked right next door selfpark 30 decided breakfast hotel restaurant save u walking elsewhere ordered buckwheat pan cake egg benedict absolutely delicious stunned u since didnt expect type experience hotel restaurant especially breakfast glad didnt pick breakfast buffet since special menu much better highly recommend beautiful cozy hotel chicago visit
52,truthful,omni,positive,TripAdvisor,returned first trip chicago stayed omni read many review trip advisor picked omni based wonderful review right location staff room amenity etc wonderful huge thank ta member suggested signing preferred member program left received complimentary beverage morning newspaper among perk loved woken fresh orange juice chicago tribune newspaper room 816 perfect corner suite two 3 side room window great view room huge gorgeous king bed great living area plasma tv bathroom amenity wonderful loved soaking tub mineral salt provided turn service great well would come back room relaxing music playing bed ready u ate restaurant twice breakfast buffet delicious blueberry muffin best ever everything fresh prepared perfectly staff omni accomodating everyone always smiling asking stay thank concierge melissa curtis helpful great dining suggestion map everything wanted also used gym stay great machine top notch treadmill lcd tv attached gym two plasma also cold lemon water workout stickler cleanliness sparkling every morning really fantastic stay omni would never stay anywhere else also wanted mention never heard construction everything quiet slept wonderfully big comfy bed thank trip advisor another great trip suggestion
53,truthful,omni,positive,TripAdvisor,stay hotel 2 time year business love staff great room spacious clean location perfect shopping dining michigan ave plus sign omni select membership free get free wireless internet access
54,truthful,conrad,positive,TripAdvisor,usually stay sofitel thought would try conrad change dont think would rate hotel sofitel still 1st class think service better conrad arrived hotel restaurant closed soon table left normally service go hill waiter eric best even kept ordering dinner port meal may chop house still good bar ok crown reserve cask 16 24 drink ouch room service quick room clean maid replace everything including ashtray visit fault could find temperature 14th floor hot window open whole time heat turned completely wasnt bad since wife smoke temp 5th lobby bar restaurant fine enjoyed hotel enough back sept one last thing like cheap fantastic breakfast go west egg block away
55,truthful,omni,positive,TripAdvisor,stayed omni christmas new year 2008 get away day found web deal got penthouse suite cheap year checked online day christmas deal also included parking great price huge suite overlooking downtown chicago best location walk everywhere 12 11 yr old loved swimming night chocolate cooky pillow cant wait go back
56,truthful,hyatt,positive,TripAdvisor,stayed 3 night bridgestonefirestone convention complaint room great beautiful view staff accommodating drink appetizer main bar fantastic great location yes huge hotel used convention didnt stop great place
57,truthful,conrad,positive,TripAdvisor,left conrad chicago nothing good thing say used hilton point stay paid 35night upgrade junior suite room 1519 would reccomend people ask odd numbered room view looking north michigan ave room modern 2 large hdflat panel tv bose 3 speaker sound system 4 big window actually open bed lineds nice towel ok room clean bath room seperate shower tub marble everywhere robe slipper etc work room good different machine free weight clean towel workout room never ate hotel cant comment food price starbucks across street michigan espresso bar attached nordstrom ground floor hotel nice little mall right hotel location hotel could better walking distance everything every kind shopping dinning experience could possibly want within 2 mile hotel boutique feel even though part hilton chain
58,truthful,hyatt,positive,TripAdvisor,friend stayed one night loved hotel awesome water feature hotel great large bar like hyatts comfortable bed lot pillow large bathroom
59,truthful,omni,positive,TripAdvisor,great property excellent location wonderful staff everyone accommodating polite room 23rd floor like suite living area bedroom living room spacious plasma tv desk couch bed comfortable toiletry good quality closed placed umbrella came handy rained whole time chicago internet connection 99524hrs great place return sure
60,truthful,omni,positive,TripAdvisor,great hotel heart chicago business pleasure room recently upgraded modern large flat screen tv marble bath room suite great desk kitchenette comfortable bed free wireless internet everything could ask location easy walk magnificient mile lot great restaurant staff friendly helpful short cab ride loop
61,truthful,fairmont,positive,TripAdvisor,recently stayed fairmont chicago found fantastic hotel staff always courteous helpful front desk staff checkin wait staff aria restaurant maid cleaned room room recently updated large flatscreen tv beautiful linen exceptional toiletry room room even view monroe st harbor truly firstrate hotel location south river east michigan ave normally stay north river seems little way thats possible downtown chicago however location significantly lower street noise hotel excellent access millennium park aon center connecting concourse 4 block shopping north michigan ave ate dinner aria fantastic room service breakfast quite good well overall id stay minute business loop leisure plan millennium grant park
62,truthful,omni,positive,TripAdvisor,stayed omni chicago 2 night early july july 13 reason chose hotel simply great deal got travelzoo got pretty good rate included valet parking voucher foodbeverages also signed loyalty program worth concerned first would treated like secondclass guest price paid totally wrong treated u extremely well arrival got email asking needed anything asked fridge store baby milk arranged u without charge arrived late thursday night room ready u upon arrival fridge requested given corner suite 10th floorvery nice roomcomfy bed husband really wowwwww bed made ready u bedroom sofabed didnt use sofabed though got highspeed internet part loyalty program staff friendly helpfulfront desk valet parking bell boy room service concierge everyone used voucher roomservice breakfast morning first day great food great quick also got complimentary beverage part loyalty program ordered oj hot chocolate good ordered next morning disappointed hot chocolate tasted pretty horrible tasted like leftover coffee mixed water bit chocolate also ordered belgian waffle breakfast supposed come whipped cream strawberriesbut got plain waffle call restaurant wait get didnt give 5 service however reported issue frontdesk checking frontdesk staff took care charging u meal another thing quite noisy night even though high floor could hear siren going night hotel control though would say didnt bother u baby could sleep well overall really enjoyed stay would definitely consider omni next trip chicago
63,truthful,omni,positive,TripAdvisor,wife travelled chicago really treated like royalty hotel staff brother wife also stayed period front desk staff concierge star buck server restaurant lounge server wonderful room spacious flat screen tv really great bath room real plus huge everything one desire great view 20th floor michigan avenue overall great stay highly recommended
64,truthful,conrad,positive,TripAdvisor,weekend trip friend booked couple room asked advanced reservation connected way room right next one another requested almost everyones first time chicago bit coldsearching hotel choice next perfect amazing time first visit chicago largely due hotel customer service amazing everyone extremely nice helpful one room ordered late night room service raved felt ordered 5 star lunch fresh ordered food 2 pm delicious friend suggested fullstaff 3 food came quickly another room housekeeping accidentally discarded cd replacing cd player ipod dock concierge exact cd purchased ready checkout neighboring record store rate included complimentary breakfast fantastic everything freshly made kitchen added bonus hotel attached mall therefore dont need leave building get pair shoe coffee type trinket beyond pleased hotel would stay without hesitation
65,truthful,hyatt,positive,TripAdvisor,wife stayed hotel end may 2009 came weekend function extended trip take city got deal hotel travelzoos 249night stay 99night plus got full buffet breakfast room wonderful extremely large king size bed expansive sitting area used smaller hotel little room move bed extremely comfortable lot pillow wear damage room except sink tap dripped bit poor tap could upgraded river view 20night chose enjoyed room 22nd floor looking south buffet breakfast great lot choose fresh made order egg non stop coffee juice server eager please great breakfast included night stay might bit dear pay 22person nice sit relax good breakfast coffee newspaper figure catch morning meal concierge desk helpful suggesting place eat always informative ready provide map direction multiple suggestion even make reservation card included admit without paying cover charge jazz club location great block el transportation easy walking distance park right river chicago would hesitate stay swimming pool would nice miss
66,truthful,fairmont,positive,TripAdvisor,recently completed second stay fairmont chicago checkin process quick painless front desk staff almost disinterested whole procedure fine traveling business leisure trip would appreciate warmer greeting hotel hosting convention time stay seeing signageattendees lobby wouldnt noticed probably due separation conference area guest room 8 speedy elevator stayed parkview suite large room great view millenium park anteroom well appointed sofa coffee table desk minibar sink coffee maker dining area bedroom appeared standard fairmont room maybe slightly larger bathroom also appeared similar standard fairmont room possibly slightly larger upscale modern decor pleasing overtly luxurious several small touch shoe shine station extra collar tab peppered throughout booked evening activity concierge everything perfectly handled hotel restaurant aria couldnt find reservation oddly new name remembered hotel called make reservation u problem seating u dinner food service lovely minor complaint pillow could better im sure remembered preference nondown bedding last visit seriously thing barely felt like pillow ill suffer congestion get better neck support also valet parking attendant seem overly eager take car charge 49 mentioned front desk experience could improved best feature first stay gave brief review comment section fairmont president club membership free website received phone call director room day asking discus experience stay left comment essentially thanking hotel staff great stay still received warm friendly phone call director room asking could anything improve next stay kudos fairmont taking customer seriously theyve won loyalty
67,truthful,conrad,positive,TripAdvisor,husband stayed new year eve weekend excellent hotel excellent location hotel tastefully decorated warmly welcoming room best electronics ive ever seen loved soaking tub spacious shower stall hotel restaurant seemed empty everytime walked avoided ate joes across street excellent seafood shop til drop without going outside nordstroms four story mall attached lot good food run place loved chicago loved conrad go back
68,truthful,fairmont,positive,TripAdvisor,vacationed fairmont chicago 3 night july 2009 room bathroom view staff wonderful wish hotel block north mi ave sometimes youre tired extra couple block seem like mile
69,truthful,conrad,positive,TripAdvisor,second time two month stay great room nice clean staff terrific always attentive concern would never seems anyone concierge desk
70,truthful,conrad,positive,TripAdvisor,wife stayed middle february 2005 took el subway hotel ohare convenient lobby nice room clean comfortable ive stayed many hotel room bed comfortable ive ever slept hotel located great area close everything walking distance almost interesting site chicago would definetly recommend hotel anyone visiting great city
71,truthful,omni,positive,TripAdvisor,stayed several high end place chicago still favorite location superb staff particularly gracious welcoming without cloying cornell front desk unfailingly helpful concierge love extra room suite provides join frequent guest program high speed internet gratis breakfast beverage delivered along newspaper morning time choosing bedding excellent quality offer truly amazing blackout curtain never bad stay hotel
72,truthful,fairmont,positive,TripAdvisor,stayed fairmont two night sofa art fair navy pier impressed bellman called u name met taxi pronounced correctly quite unusual everyone smiled welcomed u lobby look clean friendly ultramodern tired worn room also clean comfortably furnished larger expected clean modern bath lovely view navy pier lake eat restaurant looked attractive problem asked nonfeather pillow upon reserving room upon checking calling housekeeping waiting hour went bed next day checkin desk person extremely apologetic time returned feather replaced foam nonallergenic material hotel convenient millenium park michigan ave would stay assuming could get good rate
73,truthful,hyatt,positive,TripAdvisor,booked priceline insanely low price 65 night bf amazed got therethe person checking u friendly helpful suggest local nightspot room gorgeous nice upscale downtown feel super comfy bed fabulous view 25th floor inlcluded sliver lake michigan sliver taste chicago crowd friendly office worker builiding next door waved u time seriously pretty anonymous experience rest staywhich fine u hotel consists mainly 2 tower like huge sprawling city inside werent stay hotel room entire timewe like get explore much possible location fantastic easy walking distance michigan avenue rest downtown walked block well night never felt like needed cab also highly recommend urban cruise river entrance right across hotelwe saw amazing architecture boat got cruise lake michigan bit dont park car dont need toits expensive park downtown ditch rental caryou wont need anyway walk ton stuff grab cab love chicago totally recommend hotel
74,truthful,fairmont,positive,TripAdvisor,moment stepped front entrance luxury service began enjoyed every minute fairmont king room spacious decor chic coffee maker coolest bathroom huge really like separate shower tub separate door toilet dessert cheese spread eno yummy fairmont w hotel favorite chain hotel stay
75,truthful,fairmont,positive,TripAdvisor,review read bit mixed thought excellent ive stayed splendido villa deste others doesnt compare doesnt claim space expected notch four season proved small notch lovely clean bright room superb view quiet comfy bed etc excellent service round nice staff money quality stacked well indeed couldnt really fault way given half cost four season pretty close term overall experience go chicago great location
76,truthful,omni,positive,TripAdvisor,husband wonderful stay omni chicago hotel contacted customer service representative prior stay request quiet suite arrived greeted u confirmed getting exactly requestedand suite partial view lake able check early service hotel incredible everyone made u feel welcome took care respond question request suite quiet even though east side hotel near michigan avenue housekeeping prompt thorough really couldnt asked better hotel definitely stay future trip chicago recommend hotel anyone travel
77,truthful,omni,positive,TripAdvisor,last minute son decided take quick trip chicago see cub checking priceline decided book omni great price airfare hotel arrived hotel around noon room readyi called ahead requested early arrivalthe front desk treated u like best customersvery friendly accomodating room wonderful modern conviences would expect upscale hotel room spotless bed comfortable one sign bed bug mentioned previous reviewmaybe bed bug luggage transferred roomwe went hotel restaurant lunch service great food also tried several restaurant around omniall within walking distance service cleanliness location omni incredible definitely go back
78,truthful,hyatt,positive,TripAdvisor,stayed hyatt two night business trip room oddly shaped give stunning view river nbc building room bathroom spotless room air purifier ran silently hotel well staffed individual knowledgeable hotel surrounding area would hesitate stay plan return wife weekend
79,truthful,conrad,positive,TripAdvisor,travelled chicago last week daughter christmas shopping booked conrad based review tripadvisor lived expectation great big room two king size bed comfortable breakfast great load choice plenty plate great location connected shopping mall useful day snowed great hotel would go back morning chicago great city friendly people
80,truthful,sheraton,positive,TripAdvisor,sheraton wonderful hotel mom flew really tired decided take quick nap didnt want get bed absolutely die wanted take home service great probably one biggest biggest hotel ive ever stayed really nice restaurant inside excellent food
81,truthful,sheraton,positive,TripAdvisor,always stay sheraton chicago hotel tower take kid city cant beat location walking distance navy pier michigan ave hotel also couple block fabulous fox obel high end grocery store many prepared item available go great cafe serf stellar breakfast hotel staff professional courteous room adequate comfy bed kid enjoy pool window overlook chicago river
