id,deceptive,hotel,polarity,source,text
27,deceptive,james,negative,MTurk,stay wife visit family chicago decide stay james stayed james new york happily come good expectation mistake room look nothing like one picture website bathroom dirty bedding furniture dishevel also musty odor room call front desk complain quite rude end leave stay different hotel duration stay
28,deceptive,james,negative,MTurk,recent stay james hotelchicago reveal recent update hotel facelift although room public area look nice hotel still need serious work first room clean arrive nonsmoking room serious odor cigarette smoke ask new room clean odor free involve manager request grant new room better first glance severely lack could get temperature properly regulate room always either hot cold two night stay hotel command rate james expect room temperature comfort take grant something constant battle mattress horribly uncomfortable room update james skip new mattress worn point indentation ca nt get lie sort sink hole matter basic comfort issue luxury hotel last least found hotel loud almost time stay spite calm decor noise level raucous conducive good night sleep unhappy accommodation james chicago would recommend avoid hotel even though convenient location happier almost anywhere else
29,deceptive,james,negative,MTurk,hotel one better one stayed room seemingly nice first stay day seem like cleaning staff never come clean sheet three day call request change also wall seem paper thin hear go adjacent room interfere sleep ate primehouse restaurant also ask well do steak steak still pretty pink inside lack flavor definitely hotel would recommend anyone
30,deceptive,james,negative,MTurk,business trip come chicago want stay someplace really nice cause never make reservation james two week advance safe side arrive record big deal right say would take care get room right away two hour later still sit lobby finally get room try relax everything nice decide take shower go bathroom towel wash cloth nothing call front desk ask hour later someone come one maybe really busy finally get shower handle broken go front desk ask new room start imply broke say everything fine room earlier day must do something leave hotel easy decision make whole trip two thumb
31,deceptive,james,negative,MTurk,james hotel chicago look nice website look deceive employee extremely rude room disgust would definitely advise stay
32,deceptive,james,negative,MTurk,james chicago hotel one bad hotel ever stayed good thing locate downtown nt force stay longer receptionist rude snobby room dirty towel found numerous small insect room furthermore gym spa close nothing do management accommodate inconvenience next time take business elsewhere
33,deceptive,james,negative,MTurk,consistently disappointed throughout stay james heard others agreeable workable right even nice place figure would problem book guestroom long weekend visit longdistance girlfriend accord website immerse date bath cuttingedge contemporary furnishing warm tone well arrive felt like ikea showroom closing time busy day everything front bit askew staff busy distract inattentive every way keen show bother handle bag far much convince commitment comfort also thought room quite pathetic price look distinctly like someone roll around bed get bathroom fixture felt little bit gross smell strongly inexplicably men cologne nobody care complain suggest maybe stuck nose would go away well nt horrible headache time lady arrive ruin entire first even chicago price could stayed week economy hotel gotten personal item treat bedbug still save money would treat like pest needle say look elsewhere go back chicago may frequent patron luxury hotel know waste money
34,deceptive,james,negative,MTurk,stay hotel like james price point expect certain level quality pay well dollar room think unreasonable expect quality room also certain level standard service perhaps hotel rename lebron james much class twice pretentious handful baby powder thrown face would refresh break level service receive lebron james night hell begin clerk bellboy whatever front desk fake assume intend british accent end unholy meld australian new englander british accent make fancy skilled make way past mr belvedere room disappointed size unusually small also faint scent cigarette strong one could definitely smell smoke acceptable sleep deep throb sound begin emanate wall sound technical mechanical like air conditiner malfunction despite many reassurance front desk throb continued throughout night demand man front desk come rectify situation immediately could tell never come
35,deceptive,james,negative,MTurk,recently stayed james chicago return anytime soon staff unfriendly say least price outrageous also fan fact allow pet guest nt enough space gym lack variety equipment limit option severely ultimately unimpressed service whole would recommend avoid establishment
36,deceptive,james,negative,MTurk,stayed hotel last vacation windy city although hotel look nice service terrible staff rude unprofessional helpful room service close 8pm nt plan get hungry time also even though stayed whole week ask new towel extra toiletry never go back place
37,deceptive,james,negative,MTurk,staff james chicago hotel seem determine make stay horrible one enter establishment check ignore clerk let half dozen people front even acknowledge think room service would better relaxed room wait food time reach room cold wrong order disgust go pool find close maintenance restaurant hotel recommend onestar none regular channel tv bad stay james hotel chicago
38,deceptive,james,negative,MTurk,stay james chicago last weekend honestly say go affordability next trip james chicago terribly overprice staff cold disconnect chair room look like something ikea love chicago hotel definitely one better place stay believe would better happier stay holiday inn nt always get pay
39,deceptive,james,negative,MTurk,james hotel chicago huge let expect truly spectacular experience website appear absolutely fabulous state art hotel well family bad experience start right walk door turn room reserve give someone else man front desk extremely rude wait hour house keep service prepare new room u room odd smell ask towel hand soap nt already room one thing good place fabulous gym feel paid way much get next time look stay somewhere else
40,deceptive,james,negative,MTurk,james chicago stuffy uninviting hotel look comfort home stay room like boardroom bedroom definitely childfriendly hotel restaurant site also modern scream pretentious would vacation especially child afraid touch anything whole hotel
41,deceptive,monaco,negative,MTurk,hotel monaco claim boutique chicago luxury hotel certainly neither luxurious stylish picture post website imply guest go stay room amaze view certainly case customer decor might cutesy charm actually quite tacky outdated bathroom musty smell meet cleanliness standard hotel claim one top hotel u nt fool snappy website selective photo hotel live billing disappointed expect anything runofthemill experience merely average hotel
42,deceptive,monaco,negative,MTurk,hotel monaco hotel say character found decor tacky hard time relax room design clash color contemporary furniture found fact member kimpton reward club get free wifi access annoy least petfriendly policy room smell like wet dog canine guest hall kept u night howl perhaps dog would howl le 24hour room service faster wait hour half order meaning get dinner want pm midnight would stay view location great money better place stay chicago
43,deceptive,monaco,negative,MTurk,stayed last august truly glad never stay website great job create illusion room much small seem website thought monaco walk distance nightclub isnt wireless internet free extremely slow classy hotel isnt pool per night onsite parking way expensive guest would recommend hotel anyone
44,deceptive,monaco,negative,MTurk,look true luxury experience hotel monaco chicago place go stayed visit friend decide treat luxury experience get check pleasant experience wait long front desk staff unfriendly unhelpful room ok roach anything small cramped mirror headboard bed tacky motel fancy hotel house cleaning service really pushy try clean room 830a morning ask come back later give whole minute come back get extra towel like pull teeth nt know thought go steal room service food order fine take forever deliver halfcold time receive call front desk complain apologize offer compensate send new food restaurant hotel bother try price ridiculous menu limited room service experience assure worth hassel really disenchant experience plus dollar night receive mediocre accomedations poor service spend hardearned money somewhere else
45,deceptive,monaco,negative,MTurk,decide spend extra money book room monaco website picture beautiful room view waste cash say least although request room view city must give bad room place maid service skip room second day call towel least twice someone finally come room food outrageously expensive even lukewarm twostar hotel quality
46,deceptive,monaco,negative,MTurk,arrive find room ready despite past 3pm check time offer compensation real apology shunt side wait take good hour half time need reading meeting apology card room adequately clean better though sparsely furnish price feel welcome decoration reminiscent bad night spent hot south coastal motel encounter several problem site amenity room staff try helpful occasion rarely able make headway even complain third night rowdy neighbor seem apathy cluelessness barely conceal surliness abysmal lack service hotel bar elect eat every night decline try room service unimpressed every offering far would use hotel business personal trip
47,deceptive,monaco,negative,MTurk,found stay hotel monaco chicago le satisfactory lure fancy website promising world service amenity turn facade picture website show grand fivestar lobby one would assume room match receive room way could barely afford found luxurious local motel mention pet friendly let tell code smelly faint urine smell throughout entire hotel awake night incessant barking would stay
48,deceptive,monaco,negative,MTurk,eww sicken affair hotel monaco chicago stuffy masterpiece hotel do wrong stayed recently room reek pretend elite class fill room seriously afraid even lie sheet fear charge hefty linen fee stayed chicago week stayed hotel monaco one night
49,deceptive,monaco,negative,MTurk,business associate job chicago want stay somewhere feature research online come across hotel moncaco decide stay night arrive notice busy part city bright light staff upstiff nt offer much hospitality room view city light kept room bright even curtain close bed appear soft offer much comfort paid expect
50,deceptive,monaco,negative,MTurk,first look hotel monaco chicago kimpton hotel website hotel look please great place stay visit chicago problem begin call make reservation woman answer rude say least question spa service rush sound like reading brochure decide nt let one person ruin experience hotel make reservation soon chicago front desk service pleasant arrive room seem clean mysterious stain bedsheets get dress go bar area drink appetizer take thirty minute worker approach order yet two party walk serve right away baffle consider dress nice fairly good mood consider first trip chicago needle say stay hotel
51,deceptive,monaco,negative,MTurk,visit chicago area chose hotel monaco chicago stay one premier luxury hotel chicago held high expectation quickly disappointed recieved problem begin soon arrive attendant friendly smile suppose symbol kimpton go room discover give paid situation get bad rather apologize error credit card receipt hand blame indescrpencies room told room reserve paid two month unavailable would recieve refund price difference two room could believe top u hotel suppose commit excellence could make blunder choice retreat back room pleasantly pleased amenity recieve stay beautiful hotel chicago loop nt go expect treat respect professionalism
52,deceptive,monaco,negative,MTurk,get checked arrive room first thing notice light nt come flip switch upon enter room clean dust collect back tv stand behind window sill stain carpet request wireless internet service entire first night mattress hard make uncomfortable night jacuzzi order also ask move different room inform others available
53,deceptive,monaco,negative,MTurk,family stayed hotel monaco hotel chicago september complaint room complain staff general checked lady desk rude child take little loud daytime never spoke directly kid way cleaning crew next morning nt even knock door opening door child still sleep shower thank god husband already conference hotel beautiful staff make horrible experience louisiana resident
54,deceptive,monaco,negative,MTurk,family go hotel holiday last month bad hotel get imediatly checked go room view window brick wall really even ask lasy front desk say could nt put u room view cause nt book one could nt upgrade also wife light sleeper train kept night another thing alot ad boast hot tub room true room normal tub tub stopper could take shower room also small compare hotel around price
55,deceptive,monaco,negative,MTurk,wife recently stayed hotel monaco chicago experience return hotel market luxury expect get big bang buck disappointed say least first stayed king deluxe room uncomfortably small space use poorly wife could walk around bed time little space decor seem rather date best quality although say room woudl ready wait almost hour past room ready although staff offer complimentary drink apology nt seem terribly upset apologetic inconvenience cause noise night city horrible even radio room could hear traffic pedestrian street well past midnight hotel would move u different room felt paid luxury hotel get motel definitely back anytime soon
56,deceptive,monaco,negative,MTurk,make regular business trip chicago decide stay hotel monaco chicago since fairly new friend stayed lobby quite small surprised name like monaco matter fact found furnishing quite draba boy take luggage show suite two room spacious would like entertainment room bedroom standard television imagine expect hd ordinary cable night would expect inch set bath ordinary nothing special bed big kingthe view take lake unfortunately magic mile well starve time eat restaurant well appoint hope food good order lamb chop potato au gratin mint sauce fair hope rest trip si better accomadations would give hotel two half would return
57,deceptive,monaco,negative,MTurk,travel hotel family vacation chose hotel pet friendly upon arrival smell pet friendly dog greets attack dog constant barking throughout night breakfast found hair egg would recommend hotel
58,deceptive,monaco,negative,MTurk,hotel locate hard fin location chicago din room dinner uncomfortably crowd room service hard reach overall pleasant hotel stay
59,deceptive,monaco,negative,MTurk,book trip several month advance greatly look forward stay hotel monaco chicago however experience significantly different expect follow reason first one person front desk arrive person preoccupy something computer presence acknowledge several minute get room beautiful drape window across one entire wall found incredibly dusty bumping slightly cause cloud dust emerge found distasteful overall good stay two inconvenience make u question amount money paid
60,deceptive,monaco,negative,MTurk,stayed monacochicago back april town business hotel recommend friend mine spent weekend idea friend talk complimentary morning coffee weak fitness room dimly lit thought clothes mail back use suppose overnight laundry service suit spill wine room adequate nowhere near see elsewhere price point recent renovation must slang everything stiff smell industrial adhesive mattress room incredibly firm slept poorly travel expect experience similar better experience home hotel receive excellent service comfortable accomodations exception usual wo nt back anytime soon
61,deceptive,sofitel,negative,MTurk,need place stay business conference chicago high price review online plus four star convince grant hotel beautiful look deceive picture online show beautiful white linen mine bit grey restaurant cafe de architect amaze food plus service awful wait twenty minute glass water remote would nt work tv air conditioner far loud hotel must host convention could hear music night housekeep good happen infrequently call twice fresh towel want type experience stayed lowerend hotel experience le money
62,deceptive,sofitel,negative,MTurk,stayed sofitel chicago water tower hotel couple week ago chicago night must say impressed example hotel try hard little result except inflate bill start hotel lobby totally gaudy sculpture artwork seem meaningless guess suppose give air style room ok suppose certainly worth premium price paid hotel food present like kind amaze french cuisine food arrange nicely taste unremarkable overprice final verdict avoid hotel possible simply worth
63,deceptive,sofitel,negative,MTurk,stayed sofitel husband weekend never stay staff rude room dirty decor ugly garish avoid cost
64,deceptive,sofitel,negative,MTurk,husband stayed sofitel chicago water tower three night last month celebrate anniversary decide splurge prestige suite accord website give either city park view neither instead room overlook dirty field sparse tree woman checked u room rude impatient man help bag get room bed unkempt floor serious need vacuum bathroom dirty dry toothpaste sink husband request give another room preferably clean one clerk told u room available give chance would stay hotel even offer free night
65,deceptive,sofitel,negative,MTurk,stay sofitel one le pleasurable experience chicago upon enter one offer take luggage force carry check desk front desk staff friendly welcome room small expect smell fake suede decide drink food le bar upon enter immediately notice dimly lit room could barely see bartender face drink alright food subpar compare expect hour ready bed return room lay mattress surprising stiff noise high expect well thankfully one night stay
66,deceptive,sofitel,negative,MTurk,arrive sofitel chicago water tower hotel greet rudeness snubery room reservation double book instead suite expect give much small guest room instead concierge cockroach din left wish fast food bar left bad taste mouth cheap liquor hot beer
67,deceptive,sofitel,negative,MTurk,hotel sofitel chicago water tower bill 4star luxury hotel luxury evidently eye beholder fill trite modern art modular cheaplooking furniture look straight late ikea catalogue 32floor hunk glass one ugliest hotel ever see urban chic design equal comfort seat bed furniture make design floor actual use room service expensive slow food eventually get mediocre quality flavor hotel feature two bar cafe de architectes bar simply name le bar cutesy french name trendy modern outfitting good hotel bar make excellent service fair price friendly competent staff make bar great none find either bar cafe de architectes also restaurant offering seasonal menu feature contemporary cuisine french root mean small portion large price questionable quality even old standby filet mignon stand reputation come little dry hunk meat rather succulent steak pas one look comfortable enjoyable stay downtown chicago water tower dry
68,deceptive,sofitel,negative,MTurk,sofitel chicago water tower seemingly good idea theory many drawback first glance appear quite luxurious grand shortcoming overlook hotel quite tall come story noise adjoin floor room sometimes quite annoy staff member little try ameliorate situation dissatisfied guest seem plea help go unnoticed hotel try adopt french flavor effort fall short real french influence found name restaurant bar hotel conveniently locate heart city location also add lessthancozy feel establishment complaint guest room noise applies hotel general city traffic noise detract ability fully enjoy one stay overall would recommend hotel make different choice
69,deceptive,sofitel,negative,MTurk,travel chicago stayed sofitel chestnut street though hotel beautiful comfortable advertisement suggest service severely lack arrive late night one peaceful dreamy night sleep woke dawn reserve room one low floor unaware construction happen area complain inform construction request another room complaint totally disregard told room whole hotel available explain noise bothersome treat rudely woman front desk actually ask thought could make worker stop understand staff control noise however know construction information time book information would swayed decision treat rudely bring attention stay
70,deceptive,sofitel,negative,MTurk,sofitel chicago water tower downtown area advertised fourstar luxury hotel however modern architecture convenient location seem reliable perk room service available hour day offer limited variety item often lethargic service two bar locate premise appeal first inside patron receive quality service expect complete absence privacy kind guest room relatively spacious clean lack adequate toiletry personal item interfere guest routine obtain additional towel groom product much difficult traveler search relax hasslefree experience reliable customer service book room probably viable option
71,deceptive,sofitel,negative,MTurk,stayed hotel night high hope see star hotel seem quite elegant base picture see upon enter building easily see clean high class lobby nice everything seem however soon make room completely different everything previous dirty visible yellow stain wall around restroom room completely organize hotel room also linger smell last tenant call front desk issue sent someone fix left hotel two hour upon return still unreasonable amount time fix glare error smell also completely disappear do tire decide deal rest stay focus enjoy vacation chicago instead hope shallow exterior fool others like fool
72,deceptive,sofitel,negative,MTurk,make reservation softiel chicago expect ultimate luxury softiel fail deliver everything ok spend money quality hotel ok want ok check day inn first problem reservation ask room near top floor room actually fifth floor desk clerk le helpful fix eventually get fix certainly feel like value guest process later go ask direction information desk clerk cold abrupt u room quite nice shower deliver adequate water pressure second day stay housekeep refill soap coffee also fail empty one wastebasket minor know pay luxury experience kind expect luxury hotel nice staff really nt deliver would stay get nice clean room laquinta price staff much helpful
73,deceptive,sofitel,negative,MTurk,stay sofitel definitely expectation staff le nice wait several minute notice first reservation could found provide spare room hotel fairly neat however get room onto bed found bed noisy sit make squeak noise unpleasant immediately call front desk inform concern told go back downstairs settle thing get downstairs provide another room number however wait half hour another room clean prepared well review hotel highly disappointed amount time spend get settle room
74,deceptive,sofitel,negative,MTurk,wish express dissatisfaction stay sofitel chicago water tower husband plan trip chicago tenth wedding anniversary go great expense fly parent california could time grandchild husband go honeymoon get deployed iraq week get married everyone excite mark reservation one junior suite nt go chicago tourist look forward view offer unfortunately get room view disappoint request nonsmoking room assign one obvious u someone smoke asthmatic become ill ask move another room told room even downgrade available nothing do try make health husband checked within hour arrive romantic anniversary weekend imagine spending special time think 10th anniversary always memory tarnish
75,deceptive,sofitel,negative,MTurk,sofitel chicago water tower horrible first tip would bad experience call ahead make sure ok check hour concierge would available arrive find nt even record reservation much inappropriate argue found reservation assure would fine checked get dirty room without work wifi tv take call get fresh towel turn heat could sleep comfortably next day call get complimentary room service decent hotel provide free record u even check quick check credit card company charge already pending wrong amount finally left disgust get much better hotel fancypants hotel suit complementary airport shuttle award win prefer member reward club overall service sofitel rude room unsatisfactory restaurant subpar well kept clean future would never stay wold definitely pick reputable hotel proven track record like fancypants hotel suit personal favorite
76,deceptive,sofitel,negative,MTurk,recently stayed sofitel hotel chicago water tower quite disappointed excite great location east chestnut street downtown mediocre hotel price per night tax view room top parking garage dumpster yes view downtown distance pretty disappointed bedding seem polyester luxury cotton many lowerlevel hotel feature lately order room service thursday night wait minute minute longer quote order salad thought lettuce bit limp sit long overall disappointed overprice stay sofitel chicago water tower
